,product_index,name,n_reviews,price,brand,img_url,details,star_rating,product_url,sentiment_rf_feature0,contribution_rf_feature0,sentiment_rf_feature1,contribution_rf_feature1,sentiment_rf_feature2,contribution_rf_feature2,sentiment_rf_feature3,contribution_rf_feature3
263,264,White Mountain Puzzles I Love America - 1000 Piece Jigsaw Puzzle,11,16.95,White Mountain,https://images-na.ssl-images-amazon.com/images/I/910d4WecP7L._SL1200_.jpg,"'I love America: the fantastic I love America jigsaw puzzle features a collection of many iconic American images assembled on a 1000-Piece puzzle by Charlie Girard 1000-Piece puzzle: thrill and challenge your family and friends piecing together this incredible jigsaw puzzle. Bring home hours of fun and of entertainment everyone will enjoy About the artist: with his seemingly endless supply of ideas and creativity, Charlie Girard is one of our most popular puzzle designers and the creator of fantastic & unique collage puzzles More to puzzle building: art jigsaw puzzles are a fun, inexpensive way to enjoy works of art firsthand. Use to boost valuable motor skills, hand-eye coordination, and problem solving skills Specifics: includes 1, 000 extra large puzzle pieces made of sturdy blue chipboard on recycled paper. Puzzle Dimensions (completed): 24 x 30 inches. 100% customer satisfaction . Made in USA.'",4.9,https://amazon.com/White-Mountain-Puzzles-Love-America/dp/B06Y5HJBV8,,0.0,0.8214,1.0,,0.0,0.6519199999999998,5.0
264,265,Flower Teacups - 1000 Piece Puzzle,14,17.99,Cozytime Puzzles,https://images-na.ssl-images-amazon.com/images/I/91P7YAgpKoL._SL1500_.jpg,"'Manufactured from thick, premium cardboard. 1000 random, unique-cut pieces. Large finished size: 26.625"" x 19.25"". Bonus poster included. Made in the USA'",4.3,https://amazon.com/Jigsaw-Puzzle-Flowers-China-Pieces/dp/B07DHZF3LZ,-0.296,1.0,0.20468750000000002,4.0,-0.08009999999999999,2.0,0.5146714285714286,7.0
265,266,White Mountain Puzzles A Day at The Beach - 1000 Piece Jigsaw Puzzle,6,17.99,White Mountain,https://images-na.ssl-images-amazon.com/images/I/810xB1nH8ML._SL1200_.jpg,"'1000-PIECE PUZZLE: Thrill the entire family and provide hours of fun and entertainment piecing this incredible jigsaw puzzle together. An ideal pastime for everyone to enjoy!. MORE TO PUZZLE BUILDING: Art jigsaw puzzles are a fun, inexpensive way to enjoy works of art firsthand. Use to boost valuable motor skills, hand-eye coordination, and problem solving skills. _Includes 1,000 extra large puzzle pieces made of sturdy blue chipboard on recycled paper. Puzzle dimensions (completed)_ 24 x 30 inches. Made in USA_'",3.9,https://amazon.com/White-Mountain-Puzzles-Day-Beach/dp/B07P5VNPWL,-0.296,1.0,,0.0,0.8591,1.0,0.66665,2.0
266,267,Buffalo Games - Chuck Pinson - Life Above The Fray - 1000 Piece Jigsaw Puzzle,11,0.0,nan,https://images-na.ssl-images-amazon.com/images/I/816hEikRyHL._SL1500_.jpg,'1000 piece jigsaw puzzle. Finished size is 26.75 x 19.75 inches. Bonus poster included for help in solving. Manufactured from premium quality materials. Made in the USA',3.6,https://amazon.com/Buffalo-Games-Pinson-Jigsaw-Puzzle/dp/B07JX21KBT,-0.4215,1.0,0.316504,5.0,0.0421375,4.0,0.43051666666666666,6.0
267,268,New York Puzzle Company - Cornell Lab Birds of Eastern/Central North America - 1000 Piece Jigsaw Puzzle,9,21.95,New York Puzzle Company,https://images-na.ssl-images-amazon.com/images/I/71SJBj1DYGL._SL1024_.jpg,"'Birds of Eastern/Central North America - Bird Illustration from the Cornell Lab of Ornithology. 1000 Piece Jigsaw Puzzle - Made in the USA', ""Finished Puzzle Size: 26.625''x19.25''"", 'Hear them sing! Free Bird QR App. Recommended Age: 7+ Years'",4.8,https://amazon.com/New-York-Puzzle-Company-Cornell/dp/B0791G9LVG,,0.0,0.272675,4.0,0.5574,1.0,0.39981666666666665,3.0
268,269,"Ravensburger The Collector's Cupboard 19827 1000 Piece Puzzle for Adults, Every Piece is Unique, Softclick Technology Means Pieces Fit Together Perfectly",10,18.3,Ravensburger,https://images-na.ssl-images-amazon.com/images/I/81lnaBr3MPL._SL1200_.jpg,"'1000 piece puzzle for adults – finished Size 20” x 27”', ""High quality - our jigsaw puzzles for adults are Made in Germany and are the world's finest puzzles"", 'Precision fit - no matter how large or small Our puzzles pieces, each is precision made so that every piece Fits perfectly Every piece is unique – None of the frustrations you find with other puzzle brands. Every individual piece has a completely unique shape Glare free image, No fraying puzzle pieces - museum quality paper, Extra thick custom bluebeard, no fraying puzzle pieces'",5.0,https://amazon.com/Ravensburger-Curious-Cupboard-No-6-Collectors/dp/B079MQCT4W,,0.0,0.3905166666666666,3.0,0.17875000000000002,1.0,0.6714333333333333,3.0
269,270,Vermont Christmas Company Autumn Canal Jigsaw Puzzle 1000 Piece,47,16.95,Vermont Christmas Company,https://images-na.ssl-images-amazon.com/images/I/81BKJA%2BO3VL._SL1000_.jpg,"'Jigsaw puzzle includes 1000 pieces & measures 30""x24"" when completed Proudly made in the U.S.A with recycled materials Each puzzle features fully interlocking and randomly shaped pieces Produced on thick, quality blue board Soak in the details in this beautiful Autumn puzzle.'",4.0,https://amazon.com/Vermont-Christmas-Company-Autumn-Jigsaw/dp/B071QWJMRR,-0.10498125,4.0,0.2307607142857143,14.0,0.20609861111111114,12.0,0.41235263157894747,19.0
270,271,White Mountain Puzzles Ice Cream Truck-1000 Piece Puzzle-Designer: Lewis T. Johnson,13,16.99,White Mountain,https://images-na.ssl-images-amazon.com/images/I/91cwIMiRfYL._SL1500_.jpg,"'ICE CREAM TRUCK: Remember the joy of the musical sound of the ice cream truck arriving in the neighborhood? Grab some coins and put your flip flops on to run and catch him!. SEND SOME JOY: Lovely Puzzle Artwork can evoke joyous memories of home, or spark conversations of past good times! Sure to delight, share the art and fun long distance or just treat yourself!. AMAZING BENEFITS OF PUZZLE BUILDING: Puzzles enhance motor skills, hand-eye coordination & problem solving skills. Delays cognitive decline, improves short term memory, mood & spatial awareness PUZZLE ARTISTRY: Combines the artwork with the design of the cut pieces to enhance the enjoyment of the user. Complexity of cut, artistry & detail are all evident of the quality of each piece QUALITY PIECES: 1,000 extra large, easy to handle interlocking pieces made of sturdy blue chipboard on recycled paper. Completed dimensions: 24 x 30 inches. 100% satisfaction guarantee. Made in USA.'",3.8,https://amazon.com/White-Mountain-Puzzles-Truck-1000-Puzzle-Designer/dp/B07FT1NQQ4,-0.6801,1.0,0.54078,5.0,0.04500000000000001,2.0,0.46655,2.0
271,272,Springbok Puzzles - Retro Refreshments - 1000 Piece Jigsaw Puzzle - Large 30 Inches by 24 Inches Puzzle - Made in USA - Unique Cut Interlocking Pieces,15,17.5,Springbok,https://images-na.ssl-images-amazon.com/images/I/81Fc--WnvLL._SL1200_.jpg,"'1000 PIECE JIGSAW PUZZLE - Featuring a finished size of 30 inches by 24 inches with a precision cut that ensures a tight, interlocking heirloom-quality puzzle. MADE IN USA - Manufactured in Kansas City, Missouri; Springbok Puzzles have been American made since 1963. ECO-FRIENDLY - Springbok Puzzles are manufactured with sustainably sourced organic, non-toxic soy-based inks & utilizes 100% recycled puzzle board materials. UNIQUE CUT PIECES - Each puzzle piece is unique and never repeated; Springbok Puzzle pieces are made from thick cut 75 point board, 18% thicker than the industry average. EASY NO HASSLE PUZZLE WARRANTY - All Springbok Puzzle products are covered with our satisfaction guarantee on materials and craftsmanship'",3.4,https://amazon.com/Springbok-Puzzles-Refreshments-Jigsaw-Interlocking/dp/B078JCF6PS,-0.40560999999999997,5.0,0.14812999999999998,5.0,-0.15591666666666668,3.0,-0.3514,1.0
272,273,Classic Mystery Jigsaw Puzzle - Sherlock Holmes,84,14.4,Bepuzzled,https://images-na.ssl-images-amazon.com/images/I/81EwYqRTzCL._SL1400_.jpg,"""Sherlock Holmes and the Speckled Band is more than a jigsaw puzzle - it's a mystery waiting to be solved"", 'First, you must read the included booklet and learn of the mysterious death at Stoke Moran Manor House. Next, assemble the puzzle and uncover hidden clues to solve the mystery', ""Completed 1000-piece puzzle measures 23'' x 29'', for puzzlers 15 and over"", ""Be Puzzled is more than just jigsaw puzzles - it's puzzle-plus"", ""Sherlock Holmes and the Speckled Band is more than a jigsaw puzzle - it's a mystery waiting to be solved"", 'First, you must read the included booklet and learn of the mysterious death at Stoke Moran Manor House. Next, assemble the puzzle and uncover hidden clues to solve the mystery', ""Completed 1000-piece puzzle measures 23'' x 29''; for puzzlers 15 and over"", ""BePuzzled is more than just jigsaw puzzles - it's puzzle-plus""",4.2,https://amazon.com/Classic-Mystery-Jigsaw-Puzzle-Sherlock/dp/B003G9MAM8,-0.14405,4.0,0.4310511583011582,37.0,0.2273555555555556,9.0,0.346714423076923,26.0
273,274,White Mountain Puzzles Mountain Cabin - 1000 Piece Jigsaw Puzzle,99,13.99,White Mountain,https://images-na.ssl-images-amazon.com/images/I/9195KSnGQ4L._SL1200_.jpg,"'Waterfront Retreat: Wood has been split and smoke drifts out the chimney. All is ready for the fish dinner that will soon be caught. Escape to a stunning Retreat with the Mountain cabin puzzle 1000-Piece puzzle: Thrill the entire family and provide hours of fun and entertainment piecing this incredible jigsaw puzzle together. An ideal pastime for everyone to enjoy!. About the artist: With a strong interest in American and European architecture, Dominic Davidson adds wonderful details to his scenes of life in the city, mountains and at the seashore More to puzzle building: Art jigsaw puzzles are a fun, inexpensive way to enjoy works of art firsthand. Use to boost valuable motor skills, hand-eye coordination, and problem solving skills Specifics: Includes 1, 000 extra large puzzle pieces made of sturdy blue chipboard on recycled paper. Puzzle Dimensions (completed): 24 x 30 inches. 100% customer satisfaction guarantee. Made in USA.'",3.9,https://amazon.com/White-Mountain-Puzzles-Cabin-Jigsaw/dp/B00ZCZRGSC,-0.22639912280701754,19.0,0.2598642857142857,21.0,0.2895828571428572,21.0,0.5554445652173912,46.0
274,275,Buffalo Games - Darrell Bush - Harvest Time - 1000 Piece Jigsaw Puzzle,33,13.82,Buffalo Games,https://images-na.ssl-images-amazon.com/images/I/91ubOe1yguL._SL1500_.jpg,'1000 piece jigsaw puzzle. Finished size is 26.75 x 19.75 inches. Includes bonus poster for help in solving. Manufactured from premium quality materials. Made in the USA',4.3,https://amazon.com/Buffalo-Games-Darrell-Bush-Harvest/dp/B00KDGY35O,-0.24779999999999996,7.0,0.119915,10.0,0.18834285714285715,7.0,0.49984166666666674,12.0
275,276,White Mountain Puzzles Potato Chips - 1000 Piece Jigsaw Puzzle,69,17.99,White Mountain,https://images-na.ssl-images-amazon.com/images/I/817K3Ba1txL._SL1200_.jpg,"'POTATO CHIPS: What’s your favorite flavor? You might not even recognize some of these, but you’ll be eager to try all of them after you’ve finished. Make sure you don’t mistake a piece for a chip!. 1000-PIECE PUZZLE: Thrill and challenge your family and friends piecing together this incredible 1000-piece jigsaw puzzle. Bring home hours of fun and entertainment everyone will enjoy A MEMORABLE PIECE: With his seemingly endless supply of ideas and creativity, Charlie Girard is one of our most popular puzzle designers and the creator of fantastic & unique collage puzzles MORE TO PUZZLE BUILDING: Art jigsaw puzzles are a fun, inexpensive way, to enjoy works of art first hand. Use to boost valuable motor skills, hand-eye coordination, and problem solving skills SPECIFICS: Includes 1000 extra large puzzle pieces made of sturdy blue chipboard on recycled paper. Completed puzzle dimensions: 24 X 30 inches. 100% customer satisfaction guarantee. Made in USA.'",4.3,https://amazon.com/White-Mountain-Puzzles-Potato-Chips/dp/B00I2QALI0,-0.39713333333333334,3.0,0.4765605263157895,19.0,0.37204666666666664,15.0,0.48417368421052637,19.0
276,277,Dark Horse Deluxe Game of Thrones: Iron Throne Deluxe Puzzle (1000 Piece),12,14.85,Dark Horse Deluxe,https://images-na.ssl-images-amazon.com/images/I/91wzuzwumfL._SL1500_.jpg,"""Depicts the most iconic imagery from HBO's game of Thrones"", 'Includes a total of 1, 000 pieces. Completed puzzle measures 27"" by 20"". Printed on a high quality matte finish. Puzzle pieces are secured inside a bag and packaged in a full color box'",4.2,https://amazon.com/Dark-Horse-Deluxe-Game-Thrones/dp/B07CKHKFFH,,0.0,0.5437000000000001,6.0,0.27442500000000003,4.0,-0.12253333333333333,3.0
277,278,Buffalo Games - Kim Norlien - Golden Moments - 1000 Piece Jigsaw Puzzle,125,13.99,Buffalo Games,https://images-na.ssl-images-amazon.com/images/I/91LloanvISL._SL1500_.jpg,'1000 piece jigsaw puzzle. Finished size is 26.75 in. X 19.75 in. Includes bonus poster for help in solving. Manufactured from premium quality materials. Made in the USA',4.1,https://amazon.com/Buffalo-Games-Norlien-Golden-Moments/dp/B00UCWP74K,-0.41040000000000004,12.0,0.28099365079365085,42.0,0.2420469696969697,33.0,0.5363692708333333,48.0
278,279,"Jumbo 19092 Jan Van Haasteren-The Library 1000 Piece Jigsaw Puzzle, Multi",1,11.28,Jumbo,https://images-na.ssl-images-amazon.com/images/I/810aG4r6koL._SL1181_.jpg,"'A 1000 piece jigsaw puzzle. Hilarious illustration of ‘The Library’. The puzzle image has been produced by the talented and popular artist, Jan van Haasteren. The jigsaw puzzle has been produced using high quality cardboard. The completed puzzle measures 68 x 49cm (approximately). Manufacturer warranty may not apply'",5.0,https://amazon.com/Jumbo-19092-Haasteren-Library-Jigsaw/dp/B07PG5FZY9,,0.0,,0.0,,0.0,,0.0
279,280,Ingooood- Jigsaw Puzzle- Fantasy Series- Flower Raindrop Colourful Deer - 1000 Pieces for Adult,54,25.99,Ingooood,https://images-na.ssl-images-amazon.com/images/I/71TYglMlwrL._SL1200_.jpg,"'FANTASY SERIES- Series of brilliant colorful fantasy pictures. InGooooD jigsaw puzzle No. IG-0002. Flower raindrop also ‘wear’ on the skin of sika deer. Romantism beauty FREE GUARANTEE- Made of recyclable basswood. Every piece is proudly manufactured from premium high quality materials IMMERSED AND RELEASED- Enjoy your time of wholeheartedly concentrate on puzzle solving. Have fun and relax. Mainly for grown-up adult. Also for family toys and games. Not for children under 6 years DIFFICULT LEVEL- 1000 pieces wooden jigsaw puzzle, this is Entry Level with letters tips on the back of every piece for easy solving. Finished size 50*75cm (19.68*29.52 inches). The package is gift box included 30cm x 20cm x 5cm (11.81*7.87*1.97 inches) POPULAR SIZES- 1000 piece puzzles measured 19.7*29.5 inches with larger pieces for easy handling.'",4.0,https://amazon.com/Ingooood-Puzzle-Fantasy-Raindrop-Colourful/dp/B0768DBMGW,-0.3851045454545454,11.0,0.198171875,16.0,0.23480374999999998,16.0,0.46409,25.0
280,281,White Mountain Puzzles America - 1000 Piece Jigsaw Puzzle,4,17.99,White Mountain,https://images-na.ssl-images-amazon.com/images/I/81xfjRR7SXL._SL1200_.jpg,"'USA PUZZLE: Take a trip around the country with this America Puzzle! It features an iconic part of each state in the U.S.A with different colorful images. Designed for fun, this puzzle will be a favorite!. HIGH QUALITY DESIGN: This fun 1000 piece jigsaw puzzle contains thick interlocking pieces made from recycled premium blue chipboard that give a sturdy feel and easy grip. Made in the United States. Finished size is 24” x 30”.', ""SPARE TIME: This puzzle comes with thicker and larger pieces, so it's easier to grip and put together. It's a great leisure activity for winter holidays or for any other relaxing time. For kids, puzzles are a great alternative to toys."", ""CHILDREN & ADULTS: Puzzles are great for the whole family, including the youth and old. Any child, boy or girl, will enjoy a good puzzle. You'll find this to be one of the best and most effective ways to relax year after year."", 'ART & PICTURES: White Mountain presents beautiful puzzles created with photography and artwork. The paintings and photos include detailed images of natural landscapes, people, objects, and other unique designs.'",5.0,https://amazon.com/WHITE-MOUNTAIN-Puzzles-America-Jigsaw/dp/B07JBN8D7C,,0.0,,0.0,0.66235,2.0,,0.0
281,282,Witch's Brew Shaped 1000 Piece Jigsaw Puzzle by SunsOut - Halloween Theme Puzzle,12,19.99,SUNSOUT INC,https://images-na.ssl-images-amazon.com/images/I/81YGZ7CfAML._SL1500_.jpg,"""Witch's Brew Shaped 1000 Piece Jigsaw Puzzle by SunsOut"", '1000 Piece Jigsaw Puzzle - Completed Size: SHAPE 27""x37"". Puzzle Artist: Lori Schory. Eco-Friendly - Soy-Based Inks - Recycled Board - Made in the USA. Interlocking Pieces & Durable Construction'",4.0,https://amazon.com/Witchs-Shaped-Jigsaw-Puzzle-SunsOut/dp/B0753VLNQZ,-0.375625,4.0,0.1730875,4.0,0.43903333333333333,3.0,-0.6249,1.0
282,283,"White Mountain Puzzles Welcome to America, 1000 Piece Jigsaw Puzzle",44,15.99,White Mountain,https://images-na.ssl-images-amazon.com/images/I/81-4mWBisUL._SL1200_.jpg,"'Welcome to America: this collection of road signs bid you a warm welcome to all 50 States. The colorful signs are displayed around a large central sign welcoming all to the United States of America 1000-Piece puzzle: thrill and challenge your family and friends piecing together this incredible jigsaw puzzle. Bring home hours of fun and of entertainment everyone will enjoy About the artist: Mark Karvon is known for his Aviation, military and railroad art. His background in mechanical drawing and architectural design, LED him to a career in painting and illustration More to puzzle building: art jigsaw puzzles are a fun, inexpensive way to enjoy works of art firsthand. Use to boost valuable motor skills, hand-eye coordination, and problem solving skills Specifics: includes 1, 000 extra large puzzle pieces made of sturdy blue chipboard on recycled paper. Puzzle Dimensions (completed): 24 x 30 inches. 100% customer satisfaction . Made in USA'",3.7,https://amazon.com/White-Mountain-Puzzles-Welcome-America/dp/B01445YSMM,-0.07360000000000001,5.0,0.42951354166666667,16.0,0.2101016666666667,10.0,0.5159833333333333,12.0
283,284,Classic Mystery Jigsaw Puzzle - Foul Play & Cabernet,67,12.99,Bepuzzled,nan,"'Classic murder mystery with a challenging twist. As winemakers, Harry Bloom and Ernie Field were brilliant. As partners, they were a disaster. So different in body, mind and soul that it was a miracle they could produce anything, much less the best cabernet in Napa Valley. Their arguments were as full-bodied as their finest vintage while their hatred for each other was fueled by their love for one woman - Field\'s wife, Darleen. Read about the mystery fermenting at the Bloomfield winery: the sudden disappearance of Ernie Field, the testimony of Wino Joe and the local sheriff\'s suspicions. Next, assemble the 1000 piece puzzle to discover the hidden clues. Let your nose filter out the red herrings and solve Foul Play & Cabernet. Includes a 1000 piece puzzle and story booklet with mystery solution. Completed puzzle measures 23"" x 29"". For ages 15 and above.', ""Foul Play and Cabernet isn't just another jigsaw puzzle it's a murder mystery waiting to be solved"", 'First, read about the mystery at the Bloomfield Winery. Next, assemble the puzzle and uncover hidden clues to solve the mystery', ""Completed 1000-piece puzzle measures 23'' x 29'', for puzzlers 15 and over"", ""Foul Play and Cabernet isn't just another jigsaw puzzle it's a murder mystery waiting to be solved"", 'First, read about the mystery at the BloomField Winery. Next, assemble the puzzle and uncover hidden clues to solve the mystery', ""Completed 1000-piece puzzle measures 23'' x 29''; for puzzlers 15 and over"", ""BePuzzled is more than just jigsaw puzzles - it's puzzle-plus""",3.8,https://amazon.com/Classic-Mystery-Jigsaw-Puzzle-Cabernet/dp/B0026MSNT0,-0.296,1.0,0.22590666666666667,30.0,0.15083888888888888,9.0,0.29733125000000005,16.0
284,285,Ridley's Cat and Feline Lovers 1000 Piece Activity Jigsaw Puzzle,31,13.0,Ridley's,https://images-na.ssl-images-amazon.com/images/I/814-g3CH10L._SL1500_.jpg,"""Part of the Ridley's collection - mix and match with the different puzzles, games, and nostalgic toys in this brand!"", 'Features 54 cat illustrations and characteristics of each breed - poster guide is included for reference. Assembling the puzzle is the perfect family fun activity - recommended for ages of 10 and older!. Each piece is composed of durable yet lightweight cardboard with a gloss varnish finish - 1000 total pieces. Completed jigsaw fits a standard 22"" W x 28"" L frame (not included) - Tube Box dimensions: 12"" H x \xa04.6"" W x 4.6"" L - Assembled puzzle dimensions: 27.5"" L x\xa0 21.6"" W'",4.2,https://amazon.com/Ridleys-Feline-Lovers-Activity-Jigsaw/dp/B0742KR5XJ,-0.2421,3.0,0.36007142857142854,7.0,0.5495,3.0,0.6498142857142858,14.0
285,286,SUNSOUT INC Forest Gnomes Jigsaw Puzzle,256,13.94,SUNSOUT INC,nan,'Forest Gnomes Jigsaw Puzzle. 1000 Piece Puzzle - Completed Size: 27x35. Puzzle Artist: Jeff Tift. Eco-Friendly - Soy-Based Inks - Recycled Board - Made in the USA. Interlocking Pieces & Durable Construction',4.0,https://amazon.com/SunsOut-Forest-Gnomes-Jigsaw-Puzzle/dp/B001YJZKME,-0.27198333333333324,18.0,0.21352844444444438,90.0,0.19873114754098356,61.0,0.47118199999999993,75.0
286,287,White Mountain Puzzles Lighthouse Pt. - 1000 Piece Jigsaw Puzzle,31,16.99,White Mountain,https://images-na.ssl-images-amazon.com/images/I/81Bsnoz1xCL._SL1200_.jpg,"'Coastal scenery: pots of red geraniums and an American flag invite us on to a broad veranda with a cheerful blue floor. Take your pick of the comfy rocking chairs and sit back to enjoy the view!. 1000-Piece puzzle: thrill and challenge your family and friends piecing together this incredible 1000-Piece jigsaw puzzle. Bring home hours of fun and of entertainment everyone will enjoy About the artist: drawing on the subtlety of light and atmosphere of luminist schools and the Hudson River, John atwater captures the beauty and life of coastal landscapes More to puzzle building: art jigsaw puzzles are a fun, inexpensive way to enjoy works of art firsthand. Use to boost valuable motor skills, hand-eye coordination, and problem solving skills Specifics: includes 1, 000 extra large puzzle pieces made of sturdy blue chipboard on recycled paper. Puzzle Dimensions (completed): 24 x 30 inches. 100% customer satisfaction . Made in USA'",3.6,https://amazon.com/White-Mountain-Puzzles-Lighthouse-Pt/dp/B06Y2GP7WL,-0.3106333333333334,6.0,-0.027818750000000003,8.0,0.4231,7.0,0.49135,6.0
287,288,"Ravensburger When Pigs Fly 15275 1000 Piece Puzzle for Adults, Every Piece is Unique, Softclick Technology Means Pieces Fit Together Perfectly",5,20.99,Ravensburger,https://images-na.ssl-images-amazon.com/images/I/81OCvqc4ErL._SL1200_.jpg,"'1000 Piece Puzzle for Adults – finished size 20” x 27”', ""High Quality - our jigsaw puzzles for adults are made in Germany and are the world's finest puzzles"", 'Precision Fit - no matter how large or small our puzzles pieces, each is precision made so that every piece fits perfectly Every Piece is Unique – None of the frustrations you find with other puzzle brands. Every individual piece has a completely unique shape Glare Free Image, No Fraying Puzzle Pieces - museum quality paper, extra thick custom blueboard , no fraying puzzle pieces'",3.9,https://amazon.com/Ravensburger-Pirates-Caribbean-Poster-Jigsaw/dp/B000EWPIEW,,0.0,0.3326,1.0,,0.0,0.7147,1.0
288,289,Buffalo Games - Darrell Bush - Morning Paradise - 1000 Piece Jigsaw Puzzle,7,0.0,nan,https://images-na.ssl-images-amazon.com/images/I/81ofjijuduL._SL1500_.jpg,'1000 piece jigsaw puzzle. Finished size is 26.75 x 19.75 inches. Bonus poster included for help in solving. Manufactured from premium quality materials. Made in the USA',4.5,https://amazon.com/Buffalo-Games-Darrell-Morning-Paradise/dp/B07JJYQ15H,-0.856,1.0,0.1531,1.0,0.20993333333333333,3.0,0.6343125000000001,4.0
289,290,Buffalo Games - Charles Wysocki - Dampy Donuts on a Dreary Day - 1000 Piece Jigsaw Puzzle,21,12.99,Buffalo Games -,https://images-na.ssl-images-amazon.com/images/I/91SjafPytAL._SL1500_.jpg,'1000 piece jigsaw puzzle. Finished size is 26.75 x 19.75 inches. Bonus poster included for help in solving. Manufactured from premium quality materials. Made in the USA',4.9,https://amazon.com/Buffalo-Games-Charles-Wysocki-Donuts/dp/B07BV148S5,-0.5267,1.0,0.31216,5.0,0.384,5.0,0.47491111111111106,9.0
290,291,Buffalo Games - Charles Wysocki - Timberline Jacks - 1000 Piece Jigsaw Puzzle,23,12.99,Buffalo Games -,https://images-na.ssl-images-amazon.com/images/I/91beYU87umL._SL1500_.jpg,'1000 piece jigsaw puzzle. Finished size is 26.75 x 19.75 inches. Bonus poster included for help in solving. Manufactured from premium quality materials. Made in the USA',4.5,https://amazon.com/Buffalo-Games-Charles-Wysocki-Timberline/dp/B07BV1ZFLC,-0.07396666666666665,3.0,0.2680571428571428,7.0,0.3880133333333334,5.0,0.37105714285714286,7.0
291,292,New York Puzzle Company - Mushrooms ~ Champignons - 1000 Piece Jigsaw Puzzle,24,19.95,New York Puzzle Company,https://images-na.ssl-images-amazon.com/images/I/81SWg9ECG9L._SL1024_.jpg,"'Mushrooms ~ Champignons - Illustration by Adolphe Philippe Milot. 1000 Piece Jigsaw Puzzle', ""Finished Puzzle Size: 19.25''x26.625''"", 'Made in the USA. Recommended Age: 13+ Years'",4.6,https://amazon.com/New-York-Puzzle-Company-Champignons/dp/B01CIS3MTM,-0.35664999999999997,2.0,0.4480607142857143,14.0,0.09770714285714284,7.0,0.5610642857142857,7.0
292,293,Vermont Christmas Company Little Goblins Halloween Jigsaw Puzzle 1000 Piece,39,16.95,Vermont Christmas Company,nan,"'Jigsaw puzzle includes 1000 pieces & measures 30""x24"" when completed Proudly made in the U.S.A with recycled materials Each puzzle features fully interlocking and randomly shaped pieces Produced on thick, quality blue board This fun Halloween puzzle will provide hours of entertainment.'",3.6,https://amazon.com/Vermont-Christmas-Company-Goblins-Halloween/dp/B00C4YUBR2,,0.0,0.3186,7.0,-0.0044299999999999895,5.0,0.42283269230769227,13.0
293,294,The Constitution 1000 Piece Jigsaw Puzzle by SunsOut,22,16.58,SUNSOUT INC,nan,"'1000 Piece Jigsaw Puzzle by SunsOut. Artist: Evie Cook. Finished Size: 26x26. 100% of SunsOut products are made in the USA on recycled board and Eco-Friendly, Soy-based ink. SunsOut Puzzle Company has over 1000 designs to choose from - puzzles for all ages, from 48pcs to 6000pcs!'",4.6,https://amazon.com/Constitution-Piece-Jigsaw-Puzzle-SunsOut/dp/B01K0LV21E,-0.52695,2.0,0.43333333333333335,3.0,0.30720000000000003,2.0,0.4876062500000001,8.0
294,295,Disney The Lion King Puzzle - 1000Piece,2,12.99,Ceaco,https://images-na.ssl-images-amazon.com/images/I/916sBQBi4hL._SL1500_.jpg,'Features all your favorite Disney characters from the lion King!. Contains 1000 puzzle pieces. Measures 27 inches x 20 inches when assembled. Collect all styles in the Disney fine art collection. Proudly made in the USA by Ceaco!',4.0,https://amazon.com/Disney-Lion-King-Puzzle-1000Piece/dp/B07QRM9N1N,-0.4215,1.0,0.7646,2.0,,0.0,,0.0
295,296,Springbok Puzzles - Harvest Colors - 1000 Piece Jigsaw Puzzle - Large 30 Inches by 24 Inches Puzzle - Made in USA - Unique Cut Interlocking Pieces,28,17.5,Springbok,https://images-na.ssl-images-amazon.com/images/I/71cOE6LwBvL._SL1000_.jpg,"'1000 PIECE JIGSAW PUZZLE - Featuring a finished size of 30 inches by 24 inches with a precision cut that ensures a tight, interlocking heirloom-quality puzzle. MADE IN USA - Manufactured in Kansas City, Missouri; Springbok Puzzles have been American made since 1963. ECO-FRIENDLY - Springbok Puzzles are manufactured with sustainably sourced organic, non-toxic soy-based inks & utilizes 100% recycled puzzle board materials. UNIQUE CUT PIECES - Each puzzle piece is unique and never repeated; Springbok Puzzle pieces are made from thick cut 75 point board, 18% thicker than the industry average. EASY NO HASSLE PUZZLE WARRANTY - All Springbok Puzzle products are covered with our satisfaction guarantee on materials and craftsmanship'",3.5,https://amazon.com/Springbok-Puzzles-Harvest-Colors-Interlocking/dp/B01BWN161U,-0.28966666666666663,8.0,0.2888884615384616,13.0,0.49654444444444445,6.0,0.33909333333333336,10.0
296,297,Ingooood- Fantasy Series- City of Machine Operated- Jigsaw Puzzles 1000 Pieces Entertainment Toys for Adult Special Graduation or Birthday Gift Home Decor,2,25.99,Ingooood,https://images-na.ssl-images-amazon.com/images/I/71nxE7h2qnL._SL1200_.jpg,'FANTASY SERIES- Series of brilliant colorful fantasy pictures. InGooooD jigsaw puzzle No. IG-0113. IMMERSED AND RELEASED- Enjoy your time of wholeheartedly concentrate on puzzle solving. Have fun and relax EASY TO ENJOY- This is Entry Level with letters tips on the back of every piece for easy solving POPULAR SIZES- 1000 piece puzzles measured 19.7*29.5 inches with larger pieces for easy handling. Puzzle glue powder included for hold and save your works FREE GUARANTEE- Every Puzzle is proudly manufactured from premium quality materials.',5.0,https://amazon.com/Ingooood-Operated-Entertainment-Graduation-Birthday/dp/B07H7G7TG2,-0.5574,1.0,0.4767,1.0,,0.0,0.79375,1.0
