,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1,product_index,name,n_reviews,price,brand,img_url,details,star_rating,product_url,sentiment_rf_feature0,contribution_rf_feature0,sentiment_rf_feature1,contribution_rf_feature1,sentiment_rf_feature2,contribution_rf_feature2,sentiment_rf_feature3,contribution_rf_feature3,score_quality,score_difficulty,score_fit,score_missing_pieces,theme,art_style
118,118,119,121,121,121,121,121,123,166,167,Aquarius Harry Potter Marauders Map 1000 Piece Jigsaw Puzzle,96,13.99,Aquarius,https://images-na.ssl-images-amazon.com/images/I/A1VytlumZDL._SL1500_.jpg,'Measures 20 x 27 when completed. Snug fitting pieces. Officially licensed',3.9,https://amazon.com/Aquarius-Potter-Marauders-Jigsaw-Puzzle/dp/B01H754OP2,-0.2314074074074074,18.0,0.2663557142857144,35.0,0.023805128205128208,13.0,0.4487,22.0,0.72435,0.6331778571428572,0.5119025641025641,0.3842962962962963,licensed,collage
119,119,120,122,122,122,122,122,124,167,168,Buffalo Games - Vivid Collection - Sky Roads - 1000 Piece Jigsaw Puzzle,203,13.95,Buffalo Games,https://images-na.ssl-images-amazon.com/images/I/91aKMb4oYgL._SL1500_.jpg,'1000 piece jigsaw puzzle. Finished size is 26.75 x 19.75 inches. Includes bonus poster for help in solving. Manufactured from premium quality materials. Made in the USA',4.0,https://amazon.com/Buffalo-Games-Collection-Jigsaw-Puzzle/dp/B00MWN71G4,-0.26274999999999993,40.0,0.3100518779342722,71.0,0.1834956349206349,42.0,0.4577019444444444,60.0,0.7288509722222222,0.6550259389671361,0.5917478174603175,0.368625,food,collage
120,120,121,123,123,123,123,123,126,169,170,Buffalo Games - Charles Wysocki - Waterfall Valley - 1000 Piece Jigsaw Puzzle,28,14.99,Buffalo Games,https://images-na.ssl-images-amazon.com/images/I/91xvWp-YXhL._SL1500_.jpg,'1000 piece jigsaw puzzle. Finished size is 26.75 x 19.75 inches. Bonus poster included for help in solving. Manufactured from premium quality materials. Made in the USA',3.4,https://amazon.com/Buffalo-Games-Charles-Wysocki-Waterfall/dp/B07G96KHGW,-0.4178015151515151,11.0,0.17723333333333335,6.0,0.2413083333333333,4.0,0.264,6.0,0.632,0.5886166666666667,0.6206541666666666,0.29109924242424245,towns_and_cities,hand
121,121,122,124,124,124,124,124,127,170,171,Ingooood- Tranquil Series- Castle in The Night- Basswood Jigsaw Puzzles 1000 Pieces for Adult,21,25.99,Ingooood,https://images-na.ssl-images-amazon.com/images/I/71Xp1UKMkvL._SL1200_.jpg,'TRANQUIL SERIES-Collection of pictures which can heal and is peaceful. InGooooD jigsaw puzzle No. IG-0030. IMMERSED AND RELEASED- Enjoy your time of wholeheartedly concentrate on puzzle solving. Have fun and relax EASY TO ENJOY- This is Entry Level with letters tips on the back of every piece for easy solving POPULAR SIZES- 1000 piece puzzles measured 19.7*29.5 inches with larger pieces for easy handling. Puzzle glue powder included for hold and save your works FREE GUARANTEE- Every Puzzle is proudly manufactured from premium quality materials.',4.2,https://amazon.com/Ingooood-Tranquil-Castle-Basswood-Puzzles/dp/B073XPJY4X,-0.06706666666666668,3.0,0.359425,8.0,0.34815999999999997,5.0,0.40847,10.0,0.7042349999999999,0.6797124999999999,0.67408,0.4664666666666666,landscape,photo
122,122,123,125,125,125,125,125,128,172,173,Beverly Micro Pure White Hell Jigsaw Puzzle (1000 Piece),59,18.68,Beverly,https://images-na.ssl-images-amazon.com/images/I/91AC-jbMPsL._SL1500_.jpg,'Official product by Beverly. Makes a great gift!. Cute and Collectible. Contains 1000 Micro Pieces. Finished Puzzle Size: 38 x 26 cm',3.8,https://amazon.com/Beverly-Micro-White-Jigsaw-Puzzle/dp/B008DCQE3O,0.08286666666666666,3.0,0.17703846153846153,26.0,0.09555312500000004,16.0,0.4106916666666667,6.0,0.7053458333333333,0.5885192307692307,0.5477765625,0.5414333333333333,art,abstract
123,123,124,126,126,126,126,126,129,173,174,White Mountain Puzzles American Diner Designer: Steve Crisp Puzzles (1000Piece),31,16.99,White Mountain,https://images-na.ssl-images-amazon.com/images/I/A1Cz0aNMbXL._SL1500_.jpg,"'Anywhere, USA: drop a coin in the jukebox and twirl your girl while you wait for a milkshake. From the checkerboard tile to the vinyl and chrome stools to the decor on the walls, this is americana Send some joy: lovely puzzle artwork Can evoke joyous memories of home, or spark conversations of past good times! Sure to delight, share the art and fun long distance or just treat yourself!. Amazing benefits of puzzle building: puzzles enhance motor skills, hand-eye coordination & problem solving skills. Delays cognitive decline, improves short term memory, mood & spatial awareness Puzzle artistry: combines the artwork with the design of the cut pieces to enhance the enjoyment of the user. Complexity of cut, artistry & detail are all evident of the quality of each piece Quality pieces: 1, 000 extra large, easy to handle interlocking pieces made of sturdy blue chipboard on recycled paper. Completed Dimensions: 24 x 30 inches. 100% satisfaction. Made in USA.'",4.5,https://amazon.com/White-Mountain-Puzzles-1397-American/dp/B07D9RXFYH,-0.22455,2.0,0.3103437499999999,8.0,0.7694,2.0,0.6979333333333334,9.0,0.8489666666666666,0.655171875,0.8847,0.387725,towns_and_cities,hand
124,124,125,127,127,127,127,127,130,174,175,USA License Plate Map 1000 Piece Jigsaw Puzzle in the Shape of the US - 31 inches long - Cool Wall Art,100,17.99,TDC Games,https://images-na.ssl-images-amazon.com/images/I/71AxC-aB8oL._SL1500_.jpg,"'USA SHAPED: This 31 inch-long puzzle is full of richly colored license plates and local flavors from each state in the contiguous USA. Each puzzle is made with a special 1,000 piece die in the shape of America and is proudly produced in the USA. The pieces have many unique shapes and sizes to keep it interesting DECORATIVE WALL ART: Any puzzle enthusiast will enjoy the challenge of assembling this puzzle, and many frame the completed puzzle to hang on the wall because of its large size (31 inches from coast to coast) and the unique shape. Hang it in the game room, workshop, garage or bar for an opportunity to brag about your mad puzzle skills BENEFITS OF PUZZLING : Puzzles are more than just a favorite past time or a way to spend an afternoon. Puzzles require patience and improve problem solving skills. They teach delayed gratification as you are only rewarded with a completed puzzle after you have stuck-to-it and overcome many small challenges. Jigsaw puzzles also enhance your fine-motor, visual, social, and cognitive skills. Assembling puzzles is a wonderful indoor activity for adults and children alike HISTORY: License plates were invented before the automobile and were first used in Massachusetts in 1903. By 1918, most states adopted a form of license plates made from leather, porcelain, rubber, or iron. The USA License Plates Jigsaw Puzzle is made in the USA and is a beautiful representation of the colorful plates of today and the regional flavors of the continental United States of America. This USA-shaped puzzle measures 31 inches wide and is often used as wall art BRING EVERYONE TOGETHER: Gather the kids and the grownups around the table, and enjoy the conversation surrounding each state and region of the country. A wonderful gift or activity for the Thanksgiving or Christmas holiday.'",4.2,https://amazon.com/License-Plate-Piece-Jigsaw-Puzzle/dp/B001CUWUO6,-0.2962736842105263,19.0,0.2927350877192983,38.0,0.2360310185185185,18.0,0.2880794117647059,17.0,0.6440397058823529,0.6463675438596491,0.6180155092592593,0.3518631578947369,animals,abstract
125,125,126,128,128,128,128,128,131,175,176,Buffalo Games - Charles Wysocki - Olde Cape Cod - 1000 Piece Jigsaw Puzzle,93,10.71,Buffalo Games,https://images-na.ssl-images-amazon.com/images/I/91FJaYbkrBL._SL1500_.jpg,'1000 piece jigsaw puzzle. Finished size is 26.75 x 19.75 inches. Includes bonus poster for help in solving. Manufactured from premium quality materials. Made in the USA',4.4,https://amazon.com/Buffalo-Games-Charles-Wysocki-Jigsaw/dp/B00OMVQ1SI,-0.2394,6.0,0.4229533333333333,15.0,0.4698947368421052,19.0,0.5302326923076923,26.0,0.7651163461538462,0.7114766666666666,0.7349473684210526,0.3803,towns_and_cities,hand
126,126,127,129,129,129,129,129,132,176,177,Buffalo Games - Kim Norlien - Summertime - 1000 Piece Jigsaw Puzzle,41,10.88,Buffalo Games,https://images-na.ssl-images-amazon.com/images/I/91CPQVTOIhL._SL1500_.jpg,'1000 piece jigsaw puzzle. Finished size is 26.75 x 19.75 inches. Bonus poster included for help in solving. Manufactured from premium quality materials. Made in the USA',3.6,https://amazon.com/Buffalo-Games-Norlien-Summertime-Jigsaw/dp/B071CDVF2V,-0.14679166666666665,9.0,0.08125500000000001,10.0,0.31265,10.0,0.5069447368421053,19.0,0.7534723684210527,0.5406274999999999,0.656325,0.4266041666666667,landscape,photo
127,127,128,130,130,130,130,130,133,177,178,Ravensburger Disney Best Themes Jigsaw Puzzle (1000 Piece),113,17.24,Ravensburger,https://images-na.ssl-images-amazon.com/images/I/91U8ZWgZ1zL._SL1500_.jpg,"'Piece count: 1000. Age-appropriate in motif, Part number and Part size. Age: from 14 years'",4.4,https://amazon.com/Ravensburger-Disney-Themes-Jigsaw-Puzzle/dp/B000FS6BIW,0.16326666666666667,6.0,0.4796732905982906,39.0,0.4020604166666665,16.0,0.6203425925925926,45.0,0.8101712962962964,0.7398366452991453,0.7010302083333333,0.5816333333333333,licensed,collage
128,128,129,131,131,131,131,131,134,179,180,White Mountain Puzzles Friends in Autumn - 1000 Piece Jigsaw Puzzle,156,13.99,White Mountain,https://images-na.ssl-images-amazon.com/images/I/81tciAKgmiL._SL1173_.jpg,"'A FALL COUNTRY SCENE: An old red barn is reflected in a pond where a pair of “friends” wade. Feel the crisp fall air and enjoy the autumn foliage depicted in this enchanting piece 1000 PIECES OF FUN: Delight family and friends piecing together the White Mountain Puzzles - Friends in Autumn Jigsaw Puzzle; fun and entertainment everyone can enjoy!. ABOUT THE ARTIST: Known for his comforting landscapes of the New England countryside, Fred Swan is a self-taught artist featured in famous collections like Johnson & Johnson and Malcolm Forbes MORE TO PUZZLE BUILDING: Art jigsaw puzzles are a fun, inexpensive way to enjoy works of art first hand. Use to boost valuable motor skills, hand-eye coordination, and problem solving skills SPECIFICS: Includes 1,000 extra large puzzle pieces made of sturdy blue chipboard on recycled paper. Completed puzzle dimensions: 24 x 30 inches. 100% customer satisfaction guarantee. Made in USA.'",4.2,https://amazon.com/White-Mountain-Puzzles-Friends-Autumn/dp/B000BXJZY8,-0.17223125,16.0,0.35377791666666664,40.0,0.2255580128205129,26.0,0.4687533333333333,55.0,0.7343766666666667,0.6768889583333333,0.6127790064102564,0.413884375,landscape,hand
129,129,130,132,132,132,132,132,135,181,182,"Ravensburger The Greatest Show on Earth 15254 1000 Piece Puzzle for Adults, Every Piece is Unique, Softclick Technology Means Pieces Fit Together Perfectly",20,18.3,Ravensburger,https://images-na.ssl-images-amazon.com/images/I/81uXEUPRsWL._SL1200_.jpg,"'1000 Piece Puzzle for Adults – finished size 20” x 27”', ""High Quality - our jigsaw puzzles for adults are made in Germany and are the world's finest puzzles"", 'Precision Fit - no matter how large or small our puzzles pieces, each is precision made so that every piece fits perfectly Every Piece is Unique – None of the frustrations you find with other puzzle brands. Every individual piece has a completely unique shape Glare Free Image, No Fraying Puzzle Pieces - museum quality paper, extra thick custom blueboard , no fraying puzzle pieces'",4.0,https://amazon.com/Ravensburger-15254-Softclick-Technology-Perfectly/dp/B000FDCA14,-0.33002000000000004,5.0,0.21234166666666665,6.0,0.342075,4.0,0.4919857142857143,7.0,0.7459928571428571,0.6061708333333333,0.6710375,0.33499,towns_and_cities,collage
130,130,131,133,133,133,133,133,136,182,183,"White Mountain Puzzles Candy for All Seasons, 1000 Piece Jigsaw Puzzle",33,16.99,White Mountain,https://images-na.ssl-images-amazon.com/images/I/91TIT-Gx6mL._SL1200_.jpg,"""Candy for all seasons: peeps & bunnies, candy canes & Lindt chocolate Santas, Kandy korn turkeys, hearts & lips lollipops - you'll be well supplied for any occasion."", '1000-Piece puzzle: challenge your family and friends piecing together this incredible 1000-Piece jigsaw puzzle. Bring home hours of fun and entertainment everyone will enjoy.', ""About the artist: Lewis T. Johnson's versatile skills and experience, coupled with passionate attention to detail, color and design are key ingredients he puts into each and every puzzle he creates."", 'More to puzzle building: art jigsaw puzzles are a fun, inexpensive way to enjoy works of art firsthand. Use to boost valuable motor skills, hand-eye coordination, and problem solving skills Specifics: includes 1, 000 extra large puzzle pieces made of sturdy blue chipboard on recycled paper. Puzzle Dimensions (completed): 24 x 30 inches. 100% customer satisfaction. Made in USA.'",4.0,https://amazon.com/White-Mountain-Puzzles-Seasons-Jigsaw/dp/B013WM1EAW,-0.3182285714285715,7.0,0.6591357142857143,7.0,0.7269,1.0,0.39171428571428574,7.0,0.6958571428571428,0.8295678571428571,0.86345,0.34088571428571424,food,collage
131,131,132,134,134,134,134,134,137,183,184,Springbok Puzzles - Eiffel Magic - 1000 Piece Jigsaw Puzzle - Large 30 Inches by 24 Inches Puzzle - Made in USA - Unique Cut Interlocking Pieces,137,17.59,Springbok,https://images-na.ssl-images-amazon.com/images/I/81P8rpEeHzL._SL1200_.jpg,"'1000 PIECE JIGSAW PUZZLE - Featuring a finished size of 30 inches by 24 inches with a precision cut that ensures a tight, interlocking heirloom-quality puzzle. MADE IN USA - Manufactured in Kansas City, Missouri; Springbok Puzzles have been American made since 1963. ECO-FRIENDLY - Springbok Puzzles are manufactured with sustainably sourced organic, non-toxic soy-based inks & utilizes 100% recycled puzzle board materials. UNIQUE CUT PIECES - Each puzzle piece is unique and never repeated; Springbok Puzzle pieces are made from thick cut 75 point board, 18% thicker than the industry average. EASY NO HASSLE PUZZLE WARRANTY - All Springbok Puzzle products are covered with our satisfaction guarantee on materials and craftsmanship'",3.5,https://amazon.com/Springbok-Puzzles-Eiffel-Jigsaw-Interlocking/dp/B06XHKQ6FT,-0.23614549999999998,50.0,0.34261666666666657,45.0,0.3647502721088435,49.0,0.4822379807692307,52.0,0.7411189903846154,0.6713083333333333,0.6823751360544217,0.38192725,towns_and_cities,hand
132,132,133,135,135,135,135,135,138,184,185,Thomas Kinkade - DC Comics - The Trinity Puzzle - 1000 Pieces,28,10.99,Thomas Kinkade - DC Comics -,https://images-na.ssl-images-amazon.com/images/I/A1GU1OB7jAL._SL1500_.jpg,"'Features Colorful Image of Batman, Superman and Wonder Woman. Comes with 100 Puzzle Pieces', ""Measures 26.6'' x 19'' When Completed"", 'Proudly Made in the USA. Collect All in the DC Comics Puzzles Collection!'",4.1,https://amazon.com/Thomas-Kinkade-Comics-Trinity-Puzzle/dp/B07G4WM2T9,-0.15738,5.0,0.26705,3.0,-0.16961111111111107,6.0,0.31880000000000003,7.0,0.6594,0.633525,0.4151944444444445,0.42131,towns_and_cities,hand
133,133,134,136,136,136,136,136,139,185,186,Bits and Pieces - 1000 Piece Jigsaw Puzzle for Adults - Home Grown - 1000 pc Fall on The Farm Jigsaw by Artist John Sloane,42,13.99,Bits and Pieces,https://images-na.ssl-images-amazon.com/images/I/81-3ioOCwWL._SL1000_.jpg,"'Contains a 1000 piece jigsaw puzzle designed by artist John Sloane Our Jigsaw Puzzles are made with recycled cardboard Die-cut puzzle pieces are easy to handle - and no two are alike. Our 1000 Piece Puzzles are exciting and challenging to put together Bits And Pieces exceptional jigsaw collection provides original and intriguing gifts for any interest, age or ability Puzzle Size is 20"" x 27"" when completed.'",3.8,https://amazon.com/Bits-Pieces-Jigsaw-Puzzle-Adults/dp/B01M01STZN,-0.2895,5.0,0.18992044444444448,15.0,-0.22161428571428574,7.0,0.435385,10.0,0.7176925000000001,0.5949602222222222,0.3891928571428571,0.35525,towns_and_cities,hand
134,134,135,137,137,137,137,137,140,186,187,Disney Stained Art Jigsaw Puzzle[1000P] All Stars Stained Glass (DS-1000-764),334,39.9,Tenyo,https://images-na.ssl-images-amazon.com/images/I/A1p6DJJWcmL._SL1500_.jpg,'Officially Licensed by Tenyo. New and sealed inside retail packaging. Completed Puzzle ~ 51.2 x 73.7 cm. Contains 1000 Jigsaw Puzzle Pieces. Limited Availability',4.5,https://amazon.com/Disney-Stained-Jigsaw-Puzzle-DS-1000-764/dp/B005SL896I,-0.1941573809523809,35.0,0.4205405448717948,104.0,0.4862000645994831,129.0,0.6134553846153847,130.0,0.8067276923076924,0.7102702724358974,0.7431000322997415,0.4029213095238096,licensed,collage
135,135,136,138,138,138,138,138,141,188,189,Buffalo Games - Charles Wysocki - Butternut Farms - 1000 Piece Jigsaw Puzzle,29,13.99,Buffalo Games,https://images-na.ssl-images-amazon.com/images/I/91NaL0A8RLL._SL1500_.jpg,'1000 piece jigsaw puzzle. Finished size is 26.75 x 19.75 inches. Includes bonus poster for help in solving. Manufactured from premium quality materials. Made in the USA',3.4,https://amazon.com/Buffalo-Games-Charles-Wysocki-Butternut/dp/B00KMYDWXQ,-0.3169166666666667,6.0,0.5816600000000001,5.0,0.13842000000000002,5.0,0.5842780000000001,10.0,0.792139,0.79083,0.56921,0.34154166666666663,towns_and_cities,collage
136,136,137,139,139,139,139,139,142,190,191,"Ceaco 8-in-1 Multipack Puzzles by Thomas Kinkade - (2) 300 Pieces, (4) 550 Pieces, (1) 750 Pieces, (1) 1000 Pieces",23,22.99,Ceaco,https://images-na.ssl-images-amazon.com/images/I/91NFNafotSL._SL1500_.jpg,"'8-In-1 multipack puzzles. (2) 300 pieces, (4) 550 pieces, (1) 750 pieces, and (1) 1000 pieces. High gloss image on package for reference. Features beautiful Thomas Kinkade images!. Proudly made in the USA'",3.7,https://amazon.com/Ceaco-Multipack-Puzzles-Thomas-Kinkade/dp/B078SV7FLS,-0.2381,4.0,0.18986666666666666,6.0,0.06965000000000003,5.0,0.3984,9.0,0.6992,0.5949333333333333,0.534825,0.38095,licensed,hand
137,137,138,140,140,140,140,140,143,194,195,Eurographics Starry Night by Vincent Van Gogh 1000-Piece Puzzle,140,15.72,EuroGraphics,https://images-na.ssl-images-amazon.com/images/I/81vDqSQ9XkL._SL1200_.jpg,"'Box size: 10"" x 14"" x 2.37"". Finished puzzle size: 19.25"" x 26.5"". Made in the USA. Made in the United States. 100% recyclable, safe, non-toxic, and printed with vegetable-based inks and Certified by the Forest Stewardship Council. Printed in Canada, made in the United States. Puzzle pieces are manufactured using the highest quality 0.07"" blueboard, offering an exact fit without fraying over time and use. Assembling puzzles improves fine motor skills and picture recognition abilities - promotes both cooperative and independent play'",3.9,https://amazon.com/Eurographics-Starry-Vincent-1000-Piece-Puzzle/dp/B0019N0S5O,-0.3095958333333333,12.0,0.23094565217391305,69.0,0.07940900900900902,37.0,0.40108421052631577,38.0,0.7005421052631579,0.6154728260869565,0.5397045045045045,0.3452020833333333,landscape,abstract
138,138,139,141,141,141,141,141,144,195,196,Buffalo Games - Darrell Bush - Cottage Retreat - 1000 Piece Jigsaw Puzzle,53,9.89,Buffalo Games,https://images-na.ssl-images-amazon.com/images/I/A1dKsl376cL._SL1500_.jpg,'1000 piece jigsaw puzzle. Finished size is 26.75 in. X 19.75 in Bonus poster included for help in solving. Manufactured from premium quality materials. Made in the USA',4.0,https://amazon.com/Buffalo-Games-Darrell-Cottage-Retreat/dp/B01N752C3Z,-0.10603,5.0,0.39273222222222215,15.0,0.1608214285714286,14.0,0.4875969696969698,22.0,0.7437984848484849,0.6963661111111109,0.5804107142857143,0.446985,landscape,hand
139,139,140,142,142,142,142,142,145,196,197,Yobooom Jigsaw Puzzles Wooden for Adults 1000 Piece Deer Art,59,17.99,Yobooom,https://images-na.ssl-images-amazon.com/images/I/81x8KZGOiAL._SL1500_.jpg,"'Wooden Jigsaw Puzzles for Adults 1000 Pieces. Natural wood with no deformation,wear-resisting and Corrosion-resistant - Select high-quality imported logs with the clearly and visible texture that has the fragrance of wood, more smooth and tough after polished by more than one process. Multi-layer wood pressing - 0.1mm thicker than ordinary wood, the real textured material and thickness, can be used a long time. Fit closely and not easy to scattered - The whole puzzle can be rolled up or raised after putting together. Never scratch your hand - Attached a layer of film on its surface, so smooth and beautiful, absolute High-end artwork'",3.5,https://amazon.com/Yobooom-Jigsaw-Puzzles-Wooden-Adults/dp/B075WD9TM4,-0.29608333333333337,6.0,0.39207307692307697,13.0,0.09601666666666664,21.0,0.34596086956521743,23.0,0.6729804347826087,0.6960365384615385,0.5480083333333333,0.3519583333333333,animals,hand
140,140,141,143,143,143,143,143,146,198,199,Aquarius Harry Potter Hogwarts 1000 Piece Jigsaw Puzzle,149,15.99,Aquarius,https://images-na.ssl-images-amazon.com/images/I/814O6uoXu7L._SL1000_.jpg,"'1000 pieces 20"" x 27"" when complete. Officially licensed'",3.7,https://amazon.com/Aquarius-Potter-Hogwarts-Jigsaw-Puzzle/dp/B00XPHXLL0,-0.2140242063492064,42.0,0.2606357142857143,56.0,0.09655333333333334,15.0,0.3919869565217391,23.0,0.6959934782608695,0.6303178571428572,0.5482766666666666,0.3929878968253968,towns_and_cities,collage
141,141,142,144,144,144,144,144,147,199,200,Ravensburger Disney Panoramic Jigsaw Puzzle (1000 Piece),137,17.84,Ravensburger,https://images-na.ssl-images-amazon.com/images/I/81fZzLBVBtL._SL1500_.jpg,"'Piece count: 1000. Age-appropriate in motif, Part number and Part size. Age: from 14 years'",4.5,https://amazon.com/Ravensburger-Disney-Panoramic-Jigsaw-Puzzle/dp/B002ZCXPDU,-0.08622272727272726,11.0,0.4352962962962961,27.0,0.370029365079365,21.0,0.536506045751634,51.0,0.768253022875817,0.7176481481481481,0.6850146825396826,0.4568886363636364,licensed,hand
142,142,143,145,145,145,145,145,148,200,201,Buffalo Games - Josephine Wall -  Earth Angel - 1000 Piece Jigsaw Puzzle,128,10.88,Buffalo Games,https://images-na.ssl-images-amazon.com/images/I/918MO0CcSYL._SL1500_.jpg,'1000 piece jigsaw puzzle. Finished size is 26.75 in. X 19.75 in. Includes bonus poster for help in solving. Manufactured from premium quality materials. Made in the USA',4.2,https://amazon.com/Buffalo-Games-Josephine-Jigsaw-Puzzle/dp/B00UCWOX72,-0.3119166666666667,15.0,0.2618279069767442,43.0,0.266,21.0,0.5263874999999998,56.0,0.7631937499999999,0.6309139534883721,0.633,0.3440416666666667,fantasy,hand
143,143,144,146,147,147,147,147,150,202,203,White Mountain Puzzles Maine Lighthouse - 1000 Piece Jigsaw Puzzle,24,16.95,White Mountain,https://images-na.ssl-images-amazon.com/images/I/81ErWr96KtL._SL1200_.jpg,"'Portland head light: the Maine Lighthouse jigsaw puzzle features the stunning portland head light, a historic Lighthouse located in Cape Elizabeth. Photo By artist Susanne kremer 1000 piece puzzle: thrill and challenge your family and friends piecing together this incredible 1000-Piece jigsaw puzzle. Bring home hours of fun and entertainment everyone will enjoy Children & adults: if you love pretty scenery, cool collages, or beautiful places Our challenging puzzles delight men, women and kids alike. Quality design & easy to handle pieces create the fun Puzzle building: puzzles are a fun, inexpensive way to enjoy beautiful scenic artwork & remember foods, toys, places and good times from childhood. Spend time with family, friends, and fond memories!. Thicker larger pieces: includes 1000 extra large interlocking pieces made of high quality chipboard on recycled paper. 24 x 30 inches. 100% customer satisfaction guarantee. Made in USA.'",4.3,https://amazon.com/White-Mountain-Puzzles-Maine-Lighthouse/dp/B01CPF0GZG,-0.0031666666666666696,3.0,0.17776916666666667,10.0,0.32798,5.0,0.5835785714285714,7.0,0.7917892857142856,0.5888845833333334,0.66399,0.4984166666666667,landscape,photo
144,144,145,147,148,148,148,148,151,203,204,"Ravensburger Dogs Galore - 1000 Piece Jigsaw Puzzle for Adults – Every Piece is Unique, Softclick Technology Means Pieces Fit Together Perfectly",164,17.85,Ravensburger,https://images-na.ssl-images-amazon.com/images/I/81UL3onMNIL._SL1500_.jpg,"'What you get – 1000 piece Ravensburger jigsaw puzzles for adults are crafted with premium quality, in terms of both content and material, and have a completed size of 27"" x 20"" Bestselling puzzle brand worldwide - With over 1 billion puzzles sold, Ravensburger is the bestselling puzzle brand worldwide Anti-Glare surface - Ravensburger puzzles use an exclusively developed, extra-thick cardboard combined with our fine, linen structured paper to create a glare-free puzzle image and give you the best experience possible Every piece is unique – None of the frustrations you find with other puzzle brands. With Ravensburger, every individual piece has a completely unique shape Softclick technology – Individual pieces are so precisely made that you can actually hear a soft ‘click’ when you fit a piece into the correct place.'",3.9,https://amazon.com/Ravensburger-Dogs-Galore-Softclick-Technology/dp/B0002HWFZ4,-0.26662187499999995,24.0,0.2315844708994709,63.0,0.12766071428571432,21.0,0.3917208333333335,48.0,0.6958604166666668,0.6157922354497355,0.5638303571428571,0.3666890625,animals,collage
145,145,146,148,149,149,149,149,152,207,208,Buffalo Games - Charles Wysocki - Love - 1000 Piece Jigsaw Puzzle,84,9.97,Buffalo Games,https://images-na.ssl-images-amazon.com/images/I/91yMducunQL._SL1500_.jpg,'1000 piece jigsaw puzzle. Finished size is 26.75 x 19.75 inches. Includes bonus poster for help in solving. Manufactured from premium quality materials. Made in the USA',4.0,https://amazon.com/Buffalo-Games-Charles-Wysocki-Jigsaw/dp/B00KDGXYCM,0.05531000000000004,5.0,0.2996625,24.0,0.2634768518518519,18.0,0.4705419540229885,29.0,0.7352709770114942,0.64983125,0.631738425925926,0.527655,towns_and_cities,hand
146,146,147,149,150,150,150,150,153,209,210,"Galison Frank Lloyd Wright Saguaro Forms and Cactus Flowers Gold Foil Puzzle, 1,000 Pieces, 20”x27” – Fun, Relaxing and Challenging – Gold Foil Added to Image Brings New Flavor to Iconic Piece of Art",47,19.99,Galison,https://images-na.ssl-images-amazon.com/images/I/814bokTc0WL._SL1500_.jpg,"'1,000-PIECE PUZZLE: A fun challenge for adults and families, the 1,000-piece jigsaw puzzle features Frank Lloyd Wright’s iconic Saguaro Forms and Cactus Flowers artwork. The bright, colorful and eye-catching finished puzzle measures 20” x 27” FOIL-STAMPED: The gold foil-stamped puzzle pieces help the famed architect’s design shine and guides you through this puzzle bringing joy and relaxation to amateur and pro puzzlers alike STURDY STORAGE BOX: The attractive and sturdy 8.25” x 11.25” x 2” foil-stamped storage box is an ideal place to keep pieces safe, together, and free from damage. Also makes a great gift for a fan of puzzles, art, architecture, or Frank Lloyd Wright!. PUZZLE ARTWORK: Originally designed as a magazine cover, Saguaro Forms and Cactus Flowers is one of iconic architect Frank Lloyd Wright’s most popular designs. The box includes an insert with information about Wright and his amazing artwork BRINGING ART INTO EVERYDAY LIFE: For over 40 years, Galison has worked to bring art into everyday life with award-winning collections of stationery and gift products with a focus on collaborating with new artists and illustrators.'",4.6,https://amazon.com/Galison-Wright-Saguaro-Cactus-Flowers/dp/0735353522,0.107075,2.0,0.52094375,8.0,0.2878833333333333,8.0,0.544959375,16.0,0.7724796875,0.760471875,0.6439416666666666,0.5535375,animals,collage
147,147,148,150,151,151,151,151,154,210,211,Buffalo Games - Charles Wysocki - Victorian Street - 1000 Piece Jigsaw Puzzle,30,12.99,Buffalo Games,https://images-na.ssl-images-amazon.com/images/I/91Wk-CFg0JL._SL1500_.jpg,'1000 piece jigsaw puzzle. Finished size is 26.75 x 19.75 inches. Bonus poster included for help in solving. Manufactured from premium quality materials. Made in the USA',4.9,https://amazon.com/Buffalo-Games-Charles-Wysocki-Victorian/dp/B0734ML743,0.015,1.0,0.4412642857142858,7.0,0.34892500000000004,4.0,0.472806923076923,13.0,0.7364034615384615,0.7206321428571429,0.6744625,0.5075,towns_and_cities,hand
