,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1,product_index,name,n_reviews,price,brand,img_url,details,star_rating,product_url,sentiment_rf_feature0,contribution_rf_feature0,sentiment_rf_feature1,contribution_rf_feature1,sentiment_rf_feature2,contribution_rf_feature2,sentiment_rf_feature3,contribution_rf_feature3,score_quality,score_difficulty,score_fit,score_missing_pieces,theme,art_style
308,310,311,313,315,315,315,315,319,612,613,Heart of Christmas Jigsaw Puzzle 1000 Piece,54,16.95,Vermont Christmas Company,https://images-na.ssl-images-amazon.com/images/I/81C25wCyvyL._SL1080_.jpg,"'Jigsaw puzzle includes 1000 pieces & measures 30""x24"" when completed Proudly made in the U.S.A with recycled materials Each puzzle features fully interlocking and randomly shaped pieces Produced on thick, quality board A delightful winter jigsaw puzzle.'",3.9,https://amazon.com/Heart-Christmas-Jigsaw-Puzzle-Piece/dp/B010FYK5ZU,-0.33224000000000004,5.0,0.15916282051282055,13.0,-0.10948333333333334,6.0,0.4090357142857144,14.0,0.7045178571428572,0.5795814102564103,0.4452583333333333,0.33388,towns_and_cities,photo
309,311,312,314,316,316,316,316,320,615,616,"MasterPieces Book Boxes Wizard of Oz Jigsaw Puzzle, Dorothy on Yellowbrick Road, Collectible Box with a Magnetic Closure, 1000 Pieces",132,15.77,MasterPieces,https://images-na.ssl-images-amazon.com/images/I/81Aoj2J%2BojL._SL1088_.jpg,'Dorothy & friends traveling the yellowbrick road puzzle. Collectible book box packaging with secure magnet closure puzzle. 1000 pieces in finished 19.25 inch x 26.75 inch puzzle. MasterPieces - An American Puzzle & Game Company. We stand behind our products and guarantee your satisfaction. Thick recycled puzzle board and random cut pieces ensure a tight interlocking fit and create a fun experience',4.1,https://amazon.com/MasterPieces-Wizard-Oz-Dorothy-Yellowbrick/dp/B06XGSGWW8,-0.17272324324324329,37.0,0.23004197530864195,27.0,0.231011925925926,30.0,0.4956205426356588,43.0,0.7478102713178294,0.615020987654321,0.615505962962963,0.4136383783783784,animals,collage
310,312,313,315,317,317,317,317,321,616,617,SUNSOUT INC Forest Collage 1000 pc Jigsaw Puzzle,34,14.3,SUNSOUT INC,https://images-na.ssl-images-amazon.com/images/I/81K9aRqWmOL._SL1001_.jpg,'Forest Collage 1000 pc Jigsaw Puzzle. 1000 Piece Puzzle - Completed Size: 20x27. Puzzle Artist: Jim Hansel. Eco-Friendly - Soy-Based Inks - Recycled Board - Made in the USA. Interlocking Pieces & Durable Construction',4.6,https://amazon.com/SunsOut-Forest-Collage-Jigsaw-Puzzle/dp/B00RSNJM6U,-0.48285,2.0,0.03742916666666665,8.0,,0.0,0.5618083333333334,12.0,0.7809041666666667,0.5187145833333333,,0.258575,animals,hand
311,313,314,316,318,318,318,318,322,621,622,White Mountain Puzzles Old Book Store 1000Piece Jigsaw Puzzle,163,16.99,White Mountain,https://images-na.ssl-images-amazon.com/images/I/810gynrYnEL._SL1200_.jpg,"'OLD ENGLISH BOOK STORE: What better way to spend an afternoon than in a comfortable old bookstore with sagging shelves and good company? Children and dogs welcome!. 1000 PIECES OF FUN: Thrill the entire family and provide hours of fun and entertainment piecing this incredible jigsaw puzzle together. An ideal pastime for everyone to enjoy!. ABOUT THE ARTIST: Steve Crisp is an award-winning artist, illustrator and photographer known for his nostalgic depictions of village life in the English countryside, and stores MORE TO PUZZLE BUILDING: Art jigsaw puzzles are a fun, inexpensive way to enjoy works of art first hand. Use to boost valuable motor skills, hand-eye coordination, and problem solving skills SPECIFICS: Includes 1,000 extra large puzzle pieces made of sturdy blue chipboard on recycled paper. Completed puzzle dimensions: 24 x 30 inches. 100% customer satisfaction guarantee. Made in USA.'",4.3,https://amazon.com/White-Mountain-Puzzles-1000Piece-Jigsaw/dp/B00MYWHR62,-0.2813083333333333,18.0,0.3814132075471698,53.0,0.2423689189189189,37.0,0.5302458333333332,48.0,0.7651229166666667,0.690706603773585,0.6211844594594594,0.35934583333333336,towns_and_cities,hand
312,314,315,317,319,319,319,319,323,622,623,"White Mountain Puzzles - Great Coffee Brands - 1,000 Piece Jigsaw Puzzle",51,19.99,White Mountain,https://images-na.ssl-images-amazon.com/images/I/81n47nt0LjL._SL1200_.jpg,"""COFFEE BRANDS - Everyone loves a good cup of coffee, and now you can have fun remembering all the brands you've loved over the years. For the coffee enthusiast to the evening puzzler, see if you know them all!"", '1,000 PIECE JIGSAW PUZZLE - The Great Coffee Brands puzzle contains 1,000 intricate and finely cut pieces for a finished product that measures 24"" x 30"".', ""ARTISTIC DESIGN - Designed by artist Charlie Girard, this puzzle is a stylish, wall-worthy collage that can be enjoyed long after it's been assembled."", 'WHITE MOUNTAIN QUALITY - All White Mountain jigsaw puzzles are made in the U.S.A. with thicker pieces from premium blue chipboard, which last longer and are easier to pick off the table and put into place FOR THE WHOLE FAMILY - Recommended for ages 12 and up, the younger members of your family can have fun and contribute, making this challenge entertaining and educational for everyone.'",4.4,https://amazon.com/White-Mountain-Puzzles-Coffee-Brands/dp/B00LMB849U,-0.29378000000000004,5.0,0.5574833333333334,18.0,0.21045999999999998,5.0,0.5467615384615386,13.0,0.7733807692307693,0.7787416666666667,0.60523,0.35311,food,collage
313,315,316,318,320,320,320,320,324,625,626,Buffalo Games - Josephine Wall - Heart and Soul - Glitter Edition - 1000 Piece Jigsaw Puzzle,22,12.99,Buffalo Games,https://images-na.ssl-images-amazon.com/images/I/91-wXoTXpEL._SL1500_.jpg,'1000 piece jigsaw puzzle. Finished size is 26.75 x 19.75 inches. Bonus poster included for help in solving. Manufactured from premium quality materials. Made in the USA',4.2,https://amazon.com/Buffalo-Games-Josephine-Glitter-Jigsaw/dp/B07BV149RD,-0.29996666666666666,3.0,0.17952272727272728,11.0,0.12338809523809526,7.0,0.6476149999999999,10.0,0.8238075,0.5897613636363637,0.5616940476190476,0.35001666666666664,fantasy,hand
314,316,317,319,321,321,321,321,325,627,628,White Mountain Puzzles State Birds and Flowers - 1000 Piece Jigsaw Puzzle,52,17.95,White Mountain,https://images-na.ssl-images-amazon.com/images/I/812pIXSJyiS._SL1200_.jpg,"'STATE BIRDS AND FLOWERS: A beautiful and informative jigsaw puzzle featuring every state bird perched on the appropriate state flower. How many of these birds and flowers have you seen?. 1000-PIECE PUZZLE: Challenge your family and friends piecing together this incredible 1000-piece jigsaw puzzle. Bring home hours of fun and entertainment everyone will enjoy ABOUT THE ARTIST: Ernest O. Brown is a premier illustrator for White Mountain Puzzles as many of his puzzles have become best-selling favorites. His puzzles are detailed, colorful, and educational MORE TO PUZZLE BUILDING: Art jigsaw puzzles are a fun, inexpensive way to enjoy works of art firsthand. Use to boost valuable motor skills, hand-eye coordination, and problem solving skills SPECIFICS: Includes 1,000 extra large puzzle pieces made of sturdy blue chipboard on recycled paper. Puzzle dimensions (completed): 24 x 30 inches. 100% customer satisfaction guarantee. Made in USA.'",4.3,https://amazon.com/White-Mountain-Puzzles-State-Flowers/dp/B00000JJ6G,-0.103025,2.0,0.3316697368421053,19.0,0.2445466666666667,10.0,0.5762547619047619,13.0,0.788127380952381,0.6658348684210527,0.6222733333333333,0.4484875,animals,collage
315,317,318,320,322,322,322,322,326,629,630,EuroGraphics Minerals of The World 1000 Piece Puzzle,20,15.72,EuroGraphics,https://images-na.ssl-images-amazon.com/images/I/71I5EVL%2BH0L._SL1200_.jpg,"'1000-Piece Puzzle. Box size: 10"" x 14"" x 2.37"". Finished Puzzle Size: 19.25"" x 26.5"". Manufactured using the highest quality blue board. Made in the USA. Made in the United States. 100% recyclable, safe, non-toxic, and printed with vegetable-based inks and Certified by the Forest Stewardship Council. Printed in Canada, made in the United States. Puzzle pieces are manufactured using the highest quality 0.07"" blueboard, offering an exact fit without fraying over time and use. Assembling puzzles improves fine motor skills and picture recognition abilities - promotes both cooperative and independent play'",4.1,https://amazon.com/EuroGraphics-Minerals-World-Piece-Puzzle/dp/B002MY9B4I,,0.0,0.09586666666666667,6.0,0.2353875,4.0,0.39399999999999996,7.0,0.6970000000000001,0.5479333333333334,0.61769375,,animals,collage
316,318,319,321,323,323,323,323,327,631,632,SUNSOUT INC Barnyard Gems 1000 pc Jigsaw Puzzle,59,14.17,SUNSOUT INC,https://images-na.ssl-images-amazon.com/images/I/91QeYOaTvpL._SL1500_.jpg,"'Barnyard Gems 1000 pc Jigsaw Puzzle. 1000 Piece Puzzle - Completed Size: 19"" x 30"". Puzzle Artist: Ken Zylla. Eco-Friendly - Soy-Based Inks - Recycled Board - Made in the USA. Interlocking Pieces & Durable Construction'",4.2,https://amazon.com/Barnyard-Gems-1000-Jigsaw-Puzzle/dp/B0089PH5TC,-0.27632500000000004,8.0,0.4033375,8.0,0.285075,4.0,0.35989416666666674,20.0,0.6799470833333334,0.70166875,0.6425375,0.3618375,towns_and_cities,hand
317,319,320,322,324,324,324,324,328,633,634,New York Puzzle Company - New Yorker Tag Sale - 1000 Piece Jigsaw Puzzle,24,21.95,New York Puzzle Company,https://images-na.ssl-images-amazon.com/images/I/71Cz6z1CvWL._SL1024_.jpg,"'Tag Sale - New Yorker Cover by Artist Peter de Seve, originally published on April 30th, 2012. 1000 Piece Jigsaw Puzzle', ""Finished Puzzle Size: 26.625''x19.25''"", 'Made in the USA. Recommended Age: 13+ Years'",3.1,https://amazon.com/New-York-Puzzle-Company-Yorker/dp/B00B9ISXOC,-0.375075,4.0,0.15915909090909092,11.0,0.1794857142857143,7.0,0.23004999999999995,10.0,0.6150249999999999,0.5795795454545455,0.5897428571428571,0.3124625,licensed,collage
318,320,321,323,325,325,325,325,329,638,639,White Mountain Puzzles Historic North Carolina - 1000 Piece Jigsaw Puzzle,20,17.99,White Mountain,https://images-na.ssl-images-amazon.com/images/I/81brXaoLvSL._SL1200_.jpg,"'HISTORIC NORTH CAROLINA: Stretching from the Atlantic Ocean to the Great Smoky Mountains, North Carolina has a wealth of fascinating attractions. Discover them all in this fantastic jigsaw puzzle 1000-PIECE PUZZLE: Thrill and challenge your family and friends piecing together this incredible 1000-piece jigsaw puzzle. Bring home hours of fun and entertainment everyone will enjoy ABOUT THE ARTIST: South Florida artist Lynn Morgan has experimented with various medium, though pastels are her passion. Her work includes figurative, landscapes, abstracts and glasswork MORE TO PUZZLE BUILDING: Art jigsaw puzzles are a fun, inexpensive way to enjoy works of art firsthand. Use to boost valuable motor skills, hand-eye coordination, and problem-solving skills SPECIFICS: Includes 1,000 extra large puzzle pieces made of sturdy blue chipboard on recycled paper. Puzzle dimensions (completed): 24 x 30 inches. 100% customer satisfaction guarantee. Made in USA.'",3.6,https://amazon.com/White-Mountain-Puzzles-Historic-Carolina/dp/B000BXHQ6W,-0.312275,2.0,0.5623888888888889,3.0,0.2403,3.0,0.49588999999999994,5.0,0.747945,0.7811944444444445,0.62015,0.3438625,towns_and_cities,hand
319,321,322,324,326,326,326,326,330,640,641,Vermont Christmas Company Venetian Waterway Jigsaw Puzzle 1000 Piece,39,16.95,Vermont Christmas Company,https://images-na.ssl-images-amazon.com/images/I/81sglPNQ6wL._SL1080_.jpg,"'Jigsaw puzzle includes 1000 pieces & measures 30""x24"" when completed Proudly made in the U.S.A with recycled materials Each puzzle features fully interlocking and randomly shaped pieces Produced on thick, quality board.', ""You feel like you're actually in Italy when putting together this beautiful Venice puzzle.""",3.8,https://amazon.com/Vermont-Christmas-Company-Venetian-Waterway/dp/B015G0WTXO,-0.34784000000000004,5.0,0.28878529411764703,17.0,0.072075,6.0,0.4798964285714287,14.0,0.7399482142857143,0.6443926470588235,0.5360375,0.32608000000000004,towns_and_cities,photo
320,322,323,325,327,327,327,327,331,641,642,"EuroGraphics Color Study of Squares and Circles, 1913 by Kandinsky Puzzle (1000-Piece)",27,13.34,EuroGraphics,https://images-na.ssl-images-amazon.com/images/I/71MMhvjVB8L._SL1200_.jpg,"'1000-Piece Puzzle. Box size: 10"" x 14"" x 2.37"". Finished Puzzle Size: 19.25"" x 26.5"". Manufactured using the highest quality blue board. Made in the USA. Made in the United States. 100% recyclable, safe, non-toxic, and printed with vegetable-based inks and Certified by the Forest Stewardship Council. Printed in Canada, made in the United States. Puzzle pieces are manufactured using the highest quality 0.07"" blueboard, offering an exact fit without fraying over time and use. Assembling puzzles improves fine motor skills and picture recognition abilities - promotes both cooperative and independent play'",4.5,https://amazon.com/EuroGraphics-Squares-Circles-Kandinsky-1000-Piece/dp/B0039Z9892,-0.2126333333333333,2.0,0.5540666666666667,9.0,0.39788571428571423,7.0,0.6048538461538462,13.0,0.8024269230769231,0.7770333333333334,0.6989428571428571,0.3936833333333333,licensed,collage
321,323,324,326,328,328,328,328,332,643,644,"MasterPieces MLB New York Yankees Stadium Panoramic Jigsaw Puzzle, 1000 Pieces",347,19.87,MasterPieces,https://images-na.ssl-images-amazon.com/images/I/91et062mukL._SL1500_.jpg,"'High quality puzzle suitable to frame and hang on the wall', ""Completed puzzle measures 13'' x 39''"", 'Hours of fun and entertainment for ages 13 and up'",4.0,https://amazon.com/MasterPieces-Yankees-Stadium-Panoramic-1000-Piece/dp/B00BWWWSK0,-0.16535686274509806,51.0,0.25419952651515154,88.0,0.15308666666666668,30.0,0.4234125,68.0,0.71170625,0.6270997632575758,0.5765433333333333,0.41732156862745096,towns_and_cities,photo
322,324,325,327,329,329,329,329,333,645,646,White Mountain Puzzles World of Cats - 1000 Piece Jigsaw Puzzle,40,15.99,White Mountain,https://images-na.ssl-images-amazon.com/images/I/81uz4ziRQyL._SL1200_.jpg,"'CAT BREEDS: The World of Cats Jigsaw Puzzle features over 60 breeds of cats from around the world, identified by name and country of origin. Ideal for the feline lovers and puzzle enthusiasts alike 1000-PIECE PUZZLE: Thrill and challenge your family and friends piecing together this incredible 1000-piece jigsaw puzzle. Bring home hours of fun and of entertainment everyone will enjoy ABOUT THE ARTIST: Ernest O. Brown is a premier illustrator for White Mountain Puzzles as many of his puzzles have become best-selling favorites. His puzzles are detailed, colorful, and educational MORE TO PUZZLE BUILDING: Art jigsaw puzzles are a fun, inexpensive way to enjoy works of art firsthand. Use to boost valuable motor skills, hand-eye coordination, and problem solving skills SPECIFICS: Includes 1,000 extra large puzzle pieces made of sturdy blue chipboard on recycled paper. Puzzle dimensions (completed): 24 x 30 inches. 100% customer satisfaction guarantee. Made in USA.'",3.4,https://amazon.com/White-Mountain-Puzzles-World-Cats/dp/B00000JJ5W,-0.2451375,4.0,0.287934375,16.0,0.27131666666666665,6.0,0.5561818181818182,11.0,0.7780909090909092,0.6439671875,0.6356583333333333,0.37743125,licensed,hand
323,325,326,328,330,330,330,330,334,647,648,White Mountain Puzzles Washington DC - 1000 Piece Jigsaw Puzzle,40,19.95,White Mountain,https://images-na.ssl-images-amazon.com/images/I/91X8hMW2qXL._SL1219_.jpg,"'WASHINGTON DC: An overview of our nation’s capital filled with fascinating facts about its famous monuments and historic buildings. Enjoy a fun and educational pastime for the entire family!. 1000-PIECE PUZZLE: Thrill and challenge your family and friends piecing together this incredible 1000-piece jigsaw puzzle. Bring home hours of fun and entertainment everyone will enjoy ABOUT THE ARTIST: Dana Gaines uses a combination of pen line, watercolor and airbrush to achieve an exquisite level of detail in his renderings. Informational text is often interwoven with his work MORE TO PUZZLE BUILDING: Art jigsaw puzzles are a fun, inexpensive way to enjoy works of art firsthand. Use to boost valuable motor skills, hand-eye coordination, and problem solving skills SPECIFICS: Includes 1,000 extra large puzzle pieces made of sturdy blue chipboard on recycled paper. Puzzle dimensions (completed): 24 x 30 inches. 100% customer satisfaction guarantee. Made in USA.'",4.1,https://amazon.com/White-Mountain-Puzzles-Washington-DC/dp/B000BXK0L0,-0.34340000000000004,2.0,0.27603717948717954,13.0,0.13833444444444445,6.0,0.6248357142857144,14.0,0.8124178571428572,0.6380185897435897,0.5691672222222223,0.3283,towns_and_cities,collage
324,326,327,329,331,331,331,331,335,648,649,Hennessy Puzzles California Map Jigsaw Puzzle - 1000 Piece - Map of The State of California with Beautifully Illustrated Artwork Made in The USA with Recycled Materials,81,18.95,Hennessy Puzzles,https://images-na.ssl-images-amazon.com/images/I/91wwHEhgOjL._SL1500_.jpg,"""Unplug and de-stress with friends and family - this California map puzzle provides a FUN, EDUCATIONAL and INFORMATIVE way to learn about the state for kids and adults alike. It's perfect for Californians, jigsaw puzzle lovers, and fans of CA or US geography."", 'HIGHLY DETAILED MAP of California with brightly colored, beautiful imagery of natural scenes, wildlife, state landmarks & monuments, outdoor activities and more!. Map and surrounding artwork is BEAUTIFULLY ILLUSTRATED by cartographic artist Eric Olason, and captures the variety and vibrancy of California. HIGH QUALITY CONSTRUCTION ensures clean-fitting pieces and a durable, long-lasting jigsaw puzzle - 1000 uniquely shaped pieces all made from 70 pt blue chipboard. MADE IN THE USA from recycled materials. Completed puzzle measures 19.25"" x 26.75""'",4.5,https://amazon.com/California-Map-Jigsaw-Puzzle-Beautifully/dp/B00G1S5K2S,-0.4149125,4.0,0.330578787878788,33.0,0.17894583333333336,16.0,0.6172250000000001,28.0,0.8086125000000001,0.665289393939394,0.5894729166666667,0.29254375,towns_and_cities,photo
325,327,328,330,332,332,332,332,336,649,650,Vermont Christmas Company Fishing Cove Jigsaw Puzzle 1000 Piece,24,16.95,Vermont Christmas Company,https://images-na.ssl-images-amazon.com/images/I/71gVhJGJImL._SL1000_.jpg,"'Jigsaw puzzle includes 1000 pieces & measures 30""x24"" when completed Proudly made in the U.S.A with recycled materials Each puzzle features fully interlocking and randomly shaped pieces Produced on thick, quality blue board A great puzzle for anyone who loves fishing or just being near the water!'",3.7,https://amazon.com/Vermont-Christmas-Company-Fishing-Jigsaw/dp/B06XB2NSXY,-0.50625,2.0,0.077575,6.0,0.16950333333333328,10.0,0.4836428571428572,7.0,0.7418214285714286,0.5387875,0.5847516666666667,0.246875,landscape,photo
326,328,329,331,333,333,333,333,337,652,653,White Mountain Puzzles Pet Shop - 1000 Piece Jigsaw Puzzle,27,17.15,White Mountain,https://images-na.ssl-images-amazon.com/images/I/81IhiAGLhrL._SL1200_.jpg,"'Pet shop: puppies, bunnies and kittens are getting plenty of love from local children gathered in the village pet shop. Enjoy a charming piece painted in meticulous detail by artist Steve crisp 1000 piece puzzle: thrill and challenge your family and friends piecing together this incredible 1000-Piece jigsaw puzzle. Bring home hours of fun and entertainment everyone will enjoy Children & adults: if you love pretty scenery, cool collages, or beautiful places Our challenging puzzles delight men, women and kids alike. Quality design & easy to handle pieces create the fun Puzzle building: puzzles are a fun, inexpensive way to enjoy beautiful scenic artwork & remember foods, toys, places and good times from childhood. Spend time with family, friends, and fond memories!. Thicker larger pieces: includes 1000 extra large interlocking pieces made of high quality chipboard on recycled paper. 24 x 30 inches. 100% customer satisfaction guarantee. Made in USA.'",4.1,https://amazon.com/White-Mountain-Puzzles-Pet-Shop/dp/B01CPF0H6O,-0.336375,2.0,0.4217916666666666,6.0,0.5865,9.0,0.54779375,8.0,0.7738968749999999,0.7108958333333333,0.79325,0.3318125,animals,collage
327,329,330,332,334,334,334,334,338,654,655,"Bits and Pieces - 1000 Piece Jigsaw Puzzle - Pride of Africa, African Jungle Animals; Lions, Giraffes, Elephants and Zebras - by Artist Ruane Manning - 1000 pc Jigsaw",51,15.98,Bits and Pieces,https://images-na.ssl-images-amazon.com/images/I/71%2Ba%2BNys6GL._SL1000_.jpg,"'Contains a 1000 piece Jigsaw Puzzle desinged by artist Ruane Manning Our Jigsaw Puzzles are made with recycled cardboard Die-cut puzzle pieces are easy to handle – and no two are alike. Our 1000 Piece Puzzles are exciting and challenging to put together Bits And Pieces exceptional jigsaw collection provides original and intriguing gifts for any interest, age or ability Puzzle Size is 20"" x 27"" when completed.'",3.8,https://amazon.com/Bits-Pieces-African-Giraffes-Elephants/dp/B015VMTA2A,-0.21368125,8.0,0.3472907407407408,27.0,0.047133116883116895,7.0,0.5154368421052632,19.0,0.7577184210526315,0.6736453703703704,0.5235665584415584,0.393159375,animals,collage
328,330,331,333,335,335,335,335,339,658,659,Buffalo Games - Charles Wysocki - Hound of the Baskervilles - 1000 Piece Jigsaw Puzzle,158,13.99,Buffalo Games,https://images-na.ssl-images-amazon.com/images/I/915aEtiuGSL._SL1500_.jpg,'1000 piece jigsaw puzzle. Finished size is 26.75 x 19.75 inches. Includes bonus poster for help in solving. Manufactured from premium quality materials. Made in the USA',4.0,https://amazon.com/Buffalo-Games-Charles-Wysocki-Baskervilles/dp/B00L31ZP8W,-0.20396363636363635,11.0,0.3904896666666667,50.0,0.14236767676767675,33.0,0.513167441860465,43.0,0.7565837209302325,0.6952448333333334,0.5711838383838383,0.3980181818181818,towns_and_cities,hand
329,331,332,334,336,336,336,336,340,660,661,"Bits and Pieces - 1000 Piece Jigsaw Puzzle for Adults - Ice Cream on The Boardwalk - 1000 pc Beach, Jersey Shore Jigsaw by Artist Sandy Rusinko",28,15.98,Bits and Pieces,https://images-na.ssl-images-amazon.com/images/I/719WIidAp2L._SL1000_.jpg,"'Ice Cream on the Boardwalk is a 1000 piece jigsaw puzzle designed by Sandy Rusinko Our Jigsaw Puzzles are made with recycled cardboard Die-cut puzzle pieces are easy to handle - and no two are alike. Our 1000 Piece Puzzles are exciting and challenging to put together Bits And Pieces exceptional jigsaw collection provides original and intriguing gifts for any interest, age or ability Puzzle Size is 20"" x 27"" when completed.'",3.9,https://amazon.com/Bits-Pieces-Jigsaw-Boardwalk-Rusinko/dp/B071CYYBBD,-0.05727499999999997,4.0,0.49391499999999994,10.0,0.08389791666666667,8.0,0.303975,8.0,0.6519874999999999,0.7469574999999999,0.5419489583333333,0.4713625,licensed,hand
330,332,333,335,337,337,337,337,341,661,662,Tenyo (DS-771) Disney Stained Art Wishing to Starry Sky Jigsaw Puzzle (1000 Piece),34,37.98,Tenyo,https://images-na.ssl-images-amazon.com/images/I/91zTERXXK1L._SL1417_.jpg,'Officially Licensed by Tenyo. New and sealed inside retail packaging. Completed Puzzle ~ 51.2 x 73.7 cm. Contains 1000 Jigsaw Puzzle Pieces. Limited Availability',4.3,https://amazon.com/Tenyo-DS-771-Disney-Stained-Wishing/dp/B0151E4MJ4,-0.27815,4.0,0.5784699999999999,10.0,0.4403666666666667,9.0,0.6216550000000001,10.0,0.8108274999999999,0.789235,0.7201833333333334,0.360925,licensed,hand
331,333,334,336,338,338,338,338,342,663,664,SUNSOUT INC Society Masks 1000 pc Jigsaw Puzzle,24,17.99,SUNSOUT INC,https://images-na.ssl-images-amazon.com/images/I/71op6G84oIL._SL1210_.jpg,'Society Masks 1000 pc Jigsaw Puzzle. 1000 Piece Puzzle - Completed Size: 20x27. Puzzle Artist: Marcella Muhammad. Eco-Friendly - Soy-Based Inks - Recycled Board - Made in the USA. Interlocking Pieces & Durable Construction',3.5,https://amazon.com/SunsOut-Society-Masks-Jigsaw-Puzzle/dp/B00RSG6TOA,0.03543333333333335,3.0,0.3440333333333334,6.0,-0.2420633333333333,5.0,0.5111899999999999,10.0,0.755595,0.6720166666666667,0.3789683333333333,0.5177166666666667,licensed,collage
332,334,335,337,339,339,339,339,343,668,669,White Mountain Puzzles Route 66 - 1000 Piece Jigsaw Puzzle,42,17.99,White Mountain,https://images-na.ssl-images-amazon.com/images/I/810MtA7lZkL._SL1100_.jpg,"'ROUTE 66: Let the historic and nostalgic scenes of Route 66 transport you back in time as you put this fantastic puzzle together and go through Barstow, Kingman, San Bernardino and more 1000-PIECE PUZZLE: Thrill and challenge your family and friends piecing together this incredible 1000-piece jigsaw puzzle. Bring home hours of fun and entertainment everyone will enjoy ABOUT THE ARTIST: Kate Ward Thacker’s vibrantly hued paintings have been shown in galleries across the country. An unparalleled library of retro themes have served as inspiration for her designs MORE TO PUZZLE BUILDING: Art jigsaw puzzles are a fun, inexpensive way to enjoy works of art firsthand. Use to boost valuable motor skills, hand-eye coordination, and problem solving skills SPECIFICS: Includes 1,000 extra large puzzle pieces made of sturdy blue chipboard on recycled paper. Puzzle dimensions (completed): 24 x 30 inches. 100% customer satisfaction guarantee. Made in USA.'",4.4,https://amazon.com/White-Mountain-Puzzles-Route-66/dp/B00466IF4M,0.1307,2.0,0.43137142857142863,14.0,0.30585,10.0,0.6200300000000001,10.0,0.8100149999999999,0.7156857142857143,0.652925,0.56535,towns_and_cities,collage
333,335,336,338,340,340,340,340,344,684,685,Crowd Pleasers Ballroom Dancing Puzzle 1000 Pieces Jigsaw Puzzle by Jan Van Haasteren,25,13.33,Crowd Pleasers Puzzle,https://images-na.ssl-images-amazon.com/images/I/81HLIh5jLrL._SL1000_.jpg,"'Crowd Pleasers Ballroom Dancing Puzzle 1000 Pieces Jigsaw Puzzle by Jan Van Haasteren. So many colors and so much activity and detail in this puzzle will make it both fun and challenging.', ""Puzzlers will appreciate this artist's comical drawing style. Excellent secret items are hiding in this hidden funny comic like puzzles."", 'What a entertaining image this assembled to the completed size of 27 by 20'",3.2,https://amazon.com/Crowd-Pleasers-Ballroom-Puzzle-Haasteren/dp/B008HIVYZC,-0.1802,2.0,0.29750000000000004,6.0,0.09236666666666668,3.0,0.20729848484848487,11.0,0.6036492424242424,0.64875,0.5461833333333334,0.4099,towns_and_cities,collage
334,336,337,339,341,341,341,341,345,685,686,"Vintage Retro Trailers Jigsaw Puzzle - 1000 Piece - Bright, Cheerful , Fun Puzzle for Kids & Adults featuring Campers & Travel Trailers by Hennessy Puzzles - Original Hand-Painted Artwork - Limited quantity",156,18.95,Hennessy Puzzles,https://images-na.ssl-images-amazon.com/images/I/91okV5wKroL._SL1500_.jpg,"'Enjoy some GOOD OLD-FASHIONED FUN with this unique, vibrant and highly detailed jigsaw puzzle. 1000 pieces makes a great group challenge - kids and adults can all join in on the fun!. CLASSIC ALL-AMERICAN THEME - Celebrate the simplicity and nostalgia of a special time in American history - this puzzle is perfect for lovers of all things vintage and retro, trailer and camper enthusiasts, and fans of jigsaw puzzles too. COLORFUL ORIGINAL ARTWORK - Bright, inspired depictions of trailers, campers and surrounding natural scenes are hand-painted by mid-century modern artist Linda Tillman. HIGH QUALITY CONSTRUCTION - Puzzle piece shapes are hand-drawn for a unique challenge, then cleanly cut from 70 pt blue chipboard to ensure a clean fitting, durable and long-lasting jigsaw puzzle. MADE IN THE USA from recycled materials by Hennessy Puzzles, a family-owned American small business. Completed puzzle measures 19.25"" x 26.75""'",4.6,https://amazon.com/Vintage-Retro-Trailers-Jigsaw-Puzzle/dp/B00SRXOKGC,-0.2402,9.0,0.4304866666666667,35.0,0.3255769607843137,34.0,0.5878009615384614,52.0,0.7939004807692307,0.7152433333333333,0.6627884803921569,0.3799,towns_and_cities,hand
335,337,338,340,342,342,342,342,346,689,690,"MasterPieces John Wayne Jigsaw Puzzle, America's Cowboy, Legendary Collection, 1000 Pieces",62,11.99,MasterPieces,https://images-na.ssl-images-amazon.com/images/I/71R54IYkRVL._SL1088_.jpg,'Montage of John Wayne films puzzle. 1000 pieces in finished 19.25 inch x 26.75 inch puzzle. MasterPieces - An American Puzzle & Game Company. We stand behind our products and guarantee your satisfaction. Thick puzzle board ensures a tight interlocking fit. Random cut puzzle pieces create a fun experience',4.0,https://amazon.com/MasterPieces-Jigsaw-Americas-Legendary-Collection/dp/B0075KRCTU,-0.09846666666666666,6.0,0.2703611111111111,9.0,-0.24974000000000002,5.0,0.4209041666666667,12.0,0.7104520833333333,0.6351805555555555,0.37513,0.4507666666666666,animals,hand
